"","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","ONI","ONI_C","ONI_sub","semeadura","ano_semeadura","colheita","ano_colheita","anom.1","anom.2","anom.3","anom.4","anom.5","anom.6","fo_grupo","fs_grupo","predito"
"718",725,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","ch",1,2014-12-15,2015-03-15,"14/15",0.2,0.8,NA,3,NA,NA,NA,NA,NA,0.2,0.2,NA,1,1,1,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,"Tolerante","Muito Tolerante","Neutro"
"719",726,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2014-12-15,2015-03-15,"14/15",0.2,0.2,NA,7.4,NA,NA,NA,NA,NA,0.2,NA,0.4,0.6,0.6,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,"Tolerante","Muito Tolerante","Neutro"
"720",727,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","C10-2-16/8","chc",2,2014-12-15,2015-03-15,"14/15",0.2,0.4,NA,2.6,NA,NA,NA,NA,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,"Muito Tolerante","Tolerante","Neutro"
"721",728,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Ametista","chc",2,2014-12-15,2015-03-15,"14/15",0.2,0.2,NA,0.2,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,"Muito Tolerante","Muito Tolerante","Neutro"
"722",729,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",3,2014-12-15,2015-03-15,"14/15",0.2,0.8,NA,5.8,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,"Tolerante","Tolerante","Neutro"
"723",730,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,2014-12-15,2015-03-15,"14/15",0.2,1,NA,2.4,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,"Tolerante","Tolerante","Neutro"
"724",731,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","ch",3,2014-12-15,2015-03-15,"14/15",0.2,0.2,NA,2.4,NA,NA,NA,NA,NA,0.2,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,"Muito Tolerante","Muito Tolerante","Neutro"
"725",732,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Gol","chc",4,2014-12-15,2015-03-15,"14/15",0.2,2,NA,9.2,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,"Tolerante","Tolerante","Neutro"
"726",733,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2014-12-15,2015-03-15,"14/15",0.4,0.6,NA,5.2,NA,NA,NA,NA,NA,0.4,0.4,NA,1.8,1.8,2,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,"Tolerante","Muito Tolerante","Neutro"
"727",734,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",4,2014-12-15,2015-03-15,"14/15",0.6,1,NA,3.4,NA,NA,NA,NA,NA,0.2,0.2,NA,1.6,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,"Tolerante","Muito Tolerante","Neutro"
"728",735,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",4,2014-12-15,2015-03-15,"14/15",0.2,0.2,NA,2,NA,NA,NA,NA,NA,0.2,0.2,NA,0.4,0.6,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,"Muito Tolerante","Muito Tolerante","Neutro"
"729",736,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",4,2014-12-15,2015-03-15,"14/15",0.4,0.4,NA,0.6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42,0.64,0.66,0.47,0.53,0.7,"Muito Tolerante","Tolerante","Neutro"
"730",737,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",1,2015-12-14,2016-03-13,"15/16",0.5,1.6,3.2,NA,NA,NA,NA,NA,NA,0.4,1.4,2.8,2.8,2.8,2.8,2.8,5,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Tolerante","El Nino"
"731",738,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",1,2015-12-14,2016-03-13,"15/16",1.5,4.6,4.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.8,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Pouco Tolerante","Muito Tolerante","El Nino"
"732",739,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",1,2015-12-14,2016-03-13,"15/16",0.4,1.2,1.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.6,0.6,2.4,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"733",740,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP-F3-2","chc",1,2015-12-14,2016-03-13,"15/16",0.2,0.8,0.8,NA,NA,NA,NA,NA,NA,2,2.4,2.8,2.8,2.8,2.8,2.8,5.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Tolerante","El Nino"
"734",741,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2015-12-14,2016-03-13,"15/16",0.5,1.2,1.2,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,0.4,0.4,0.4,0.4,1.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"735",742,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",1,2015-12-14,2016-03-13,"15/16",0.6,2,2,NA,NA,NA,NA,NA,NA,0.4,1,1.2,1.2,1.2,1.2,1.2,2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"736",743,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a","b",1,2015-12-14,2016-03-13,"15/16",0.2,0.8,0.8,NA,NA,NA,NA,NA,NA,1.4,3.6,7,7.4,7.4,7.4,8.5,9.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Muito Pouco Tolerante","El Nino"
"737",744,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",1,2015-12-14,2016-03-13,"15/16",0.2,0.5,0.5,NA,NA,NA,NA,NA,NA,3,3.6,4.2,4.4,4.4,4.4,4.4,8.5,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Muito Pouco Tolerante","El Nino"
"738",745,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",1,2015-12-14,2016-03-13,"15/16",0.2,1,1,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Tolerante","El Nino"
"739",746,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Awauna","p",1,2015-12-14,2016-03-13,"15/16",0.4,2,2,NA,NA,NA,NA,NA,NA,0.4,1,1.6,1.6,1.6,1.6,2.2,2.2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Tolerante","El Nino"
"740",747,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",1,2015-12-14,2016-03-13,"15/16",0.5,1.8,2.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"741",748,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",2,2015-12-14,2016-03-13,"15/16",0.1,0.6,0.6,NA,NA,NA,NA,NA,NA,2,2.8,4.2,4.2,4.2,4.2,4.2,7.6,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Pouco Tolerante","El Nino"
"742",749,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",2,2015-12-14,2016-03-13,"15/16",0.6,1.5,2.1,NA,NA,NA,NA,NA,NA,0.6,1,1.4,1.4,1.4,1.4,3,3,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Tolerante","El Nino"
"743",750,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a","b",2,2015-12-14,2016-03-13,"15/16",0.1,0.6,0.6,NA,NA,NA,NA,NA,NA,2,2,6.8,6.8,6.8,6.8,9,9.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Muito Pouco Tolerante","El Nino"
"744",751,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",2,2015-12-14,2016-03-13,"15/16",0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,0.4,0.6,1,1,1,1,1,5,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Muito Tolerante","El Nino"
"745",752,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA08","chc",2,2015-12-14,2016-03-13,"15/16",0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Muito Tolerante","El Nino"
"746",753,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",2,2015-12-14,2016-03-13,"15/16",0.8,1.6,2.2,NA,NA,NA,NA,NA,NA,4,4.4,6,6,6,6,7,7.6,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Pouco Tolerante","El Nino"
"747",754,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS <c1>rtico","b",2,2015-12-14,2016-03-13,"15/16",0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,3,4.4,7.2,7.2,7.2,7.2,9,9,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Muito Pouco Tolerante","El Nino"
"748",755,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",2,2015-12-14,2016-03-13,"15/16",0.6,1.8,2.6,NA,NA,NA,NA,NA,NA,0.2,0.2,0.8,0.8,0.8,0.8,0.8,2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"749",756,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",2,2015-12-14,2016-03-13,"15/16",0.2,0.5,0.5,NA,NA,NA,NA,NA,NA,2.6,3.4,6,6,6,6,7,8.2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Muito Pouco Tolerante","El Nino"
"750",757,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",2,2015-12-14,2016-03-13,"15/16",0.4,0.6,0.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,4.8,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Muito Tolerante","El Nino"
"751",758,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",2,2015-12-14,2016-03-13,"15/16",0.6,2.5,2.5,NA,NA,NA,NA,NA,NA,0.8,0.8,1,1,1,1,1,2.6,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"752",759,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Awauna","p",2,2015-12-14,2016-03-13,"15/16",0.8,2.6,2.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.8,0.8,0.8,0.8,0.8,2.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"753",760,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",2,2015-12-14,2016-03-13,"15/16",0.8,1.4,1.4,NA,NA,NA,NA,NA,NA,0.4,0.4,0.6,0.6,0.6,0.6,2,4.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"754",761,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",2,2015-12-14,2016-03-13,"15/16",1,2.8,2.8,NA,NA,NA,NA,NA,NA,1.6,1.6,1.6,1.6,1.6,1.8,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Tolerante","El Nino"
"755",762,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",2,2015-12-14,2016-03-13,"15/16",1,2.8,2.8,NA,NA,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Tolerante","El Nino"
"756",763,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",3,2015-12-14,2016-03-13,"15/16",0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Tolerante","El Nino"
"757",764,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP-F3-2","chc",3,2015-12-14,2016-03-13,"15/16",0.4,1.4,1.6,NA,NA,NA,NA,NA,NA,2,2,2.4,2.4,2.4,2.4,2.4,4.5,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Tolerante","El Nino"
"758",765,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",3,2015-12-14,2016-03-13,"15/16",1,2.5,2.5,NA,NA,NA,NA,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"759",766,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",3,2015-12-14,2016-03-13,"15/16",1.5,2.8,2.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2.6,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"760",767,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",3,2015-12-14,2016-03-13,"15/16",0.6,1.8,1.8,NA,NA,NA,NA,NA,NA,1.6,3.4,4.2,4.2,4.2,4.2,4.2,7.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Pouco Tolerante","El Nino"
"761",768,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",3,2015-12-14,2016-03-13,"15/16",0.5,1.6,1.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.8,0.8,0.8,0.8,0.8,2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"762",769,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",3,2015-12-14,2016-03-13,"15/16",0.6,1.8,2.4,NA,NA,NA,NA,NA,NA,1.4,1.6,1.8,1.8,1.8,1.8,1.8,3.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Tolerante","El Nino"
"763",770,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",3,2015-12-14,2016-03-13,"15/16",0.8,2.2,2.2,NA,NA,NA,NA,NA,NA,0.2,0.8,1,1,1,1,1,1.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"764",771,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",3,2015-12-14,2016-03-13,"15/16",2,5,5,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Pouco Tolerante","Muito Tolerante","El Nino"
"765",772,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",3,2015-12-14,2016-03-13,"15/16",0.4,1.2,1.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Muito Tolerante","El Nino"
"766",773,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",4,2015-12-14,2016-03-13,"15/16",0.2,1,1.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Muito Tolerante","El Nino"
"767",774,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",4,2015-12-14,2016-03-13,"15/16",0.8,2,2,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"768",775,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",4,2015-12-14,2016-03-13,"15/16",0.5,1.8,2.6,NA,NA,NA,NA,NA,NA,0.2,0.4,0.6,0.6,0.6,0.6,0.6,1.2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"769",776,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA08","chc",4,2015-12-14,2016-03-13,"15/16",0.2,0.8,0.8,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Tolerante","El Nino"
"770",777,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",4,2015-12-14,2016-03-13,"15/16",1.5,3.8,3.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,2.4,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Pouco Tolerante","Muito Tolerante","El Nino"
"771",778,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",4,2015-12-14,2016-03-13,"15/16",1,2.2,2.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,3,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"772",779,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",4,2015-12-14,2016-03-13,"15/16",1.2,2.6,2.8,NA,NA,NA,NA,NA,NA,0.2,0.6,1,1,1,1,1,3.2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"773",780,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",4,2015-12-14,2016-03-13,"15/16",0.2,1.8,1.8,NA,NA,NA,NA,NA,NA,1.6,2,3.4,3.4,3.4,3.4,3.4,6.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Pouco Tolerante","El Nino"
"774",781,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2015-12-14,2016-03-13,"15/16",0.4,1.2,1.2,NA,NA,NA,NA,NA,NA,0.6,0.6,0.8,0.8,0.8,0.8,0.8,2.6,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Muito Tolerante","Muito Tolerante","El Nino"
"775",782,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",4,2015-12-14,2016-03-13,"15/16",0.8,1,1,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2.6,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016,0.55,2.57,2.64,2.14,1.58,0.94,"Tolerante","Muito Tolerante","El Nino"
"776",783,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",1,2013-12-16,2014-03-16,"13/14",0.2,NA,0.6,0.8,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,0.4,NA,0.4,NA,NA,NA,NA,"-0,258333333333333","Neutro","Neutro","D",2013,"M",2014,-0.43,-0.17,-0.27,-0.46,-0.27,0.04,"Muito Tolerante","Muito Tolerante","Neutro"
"777",784,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",1,2013-12-16,2014-03-16,"13/14",0.6,NA,0.8,1,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"-0,258333333333333","Neutro","Neutro","D",2013,"M",2014,-0.43,-0.17,-0.27,-0.46,-0.27,0.04,"Muito Tolerante","Muito Tolerante","Neutro"
