"X";"index";"id_ensaio";"Local";"cidade";"estado";"fungicida";"irrigacao";"genotipo";"tipo_de_grao";"repeticao";"data_semeadura";"data_colheita";"safra";"FO1";"FO2";"FO3";"FO4";"FO5";"FO6";"FO7";"FO8";"FO9";"FS1";"FS2";"FS3";"FS4";"FS5";"FS6";"FS7";"FS8";"FS9";"FS10";"FS11";"ONI";"ONI_C";"ONI_sub"
281;281;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFc 9";"chc";2;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
282;282;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC 1850";"chc";2;2020-01-08;2020-04-07;"19/20";"5";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
283;283;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Paisano";"p";2;2020-01-08;2020-04-07;"19/20";"1";"3";NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
284;284;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Bem-te-vi";"chc";2;2020-01-08;2020-04-07;"19/20";"2";NA;NA;NA;NA;"5";NA;NA;NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
285;285;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"Imperador Vermelho";"chc";2;2020-01-08;2020-04-07;"19/20";"7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
286;286;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Quero-quero";"chc";2;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
287;287;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Urutau";"p";2;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
288;288;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Esteio";"p";3;2020-01-08;2020-04-07;"19/20";"2";NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
289;289;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Uirapuru";"p";3;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"3";NA;NA;NA;"2";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
290;290;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tangar<e1>";"chc";3;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
291;291;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tuiui<fa>";"p";3;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
292;292;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Paisano";"p";3;2020-01-08;2020-04-07;"19/20";"5";NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
293;293;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC Veloz";"p";3;2020-01-08;2020-04-07;"19/20";"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
294;294;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC 1849";"chc";3;2020-01-08;2020-04-07;"19/20";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
295;295;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC 1850";"chc";3;2020-01-08;2020-04-07;"19/20";"1";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
296;296;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC 97-2";"chc";3;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
297;297;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"SCS 204 Predileto";"p";3;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
298;298;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMG Madrep<e9>rola";"chc";3;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
299;299;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Sabi<e1>";"chc";3;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
300;300;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFc 9";"chc";3;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
301;301;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Bem-te-vi";"chc";3;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"3";NA;NA;NA;"4";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
302;302;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Campos Gerais";"chc";3;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
303;303;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FC 104";"chc";3;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
304;304;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Estilo";"chc";3;2020-01-08;2020-04-07;"19/20";"2";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
305;305;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFc 23";"chc";3;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"3";NA;NA;NA;"1";NA;"1";NA;"3";"3";NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
306;306;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"SCS 205 Riqueza";"chc";3;2020-01-08;2020-04-07;"19/20";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
307;307;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FP 403";"p";3;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
308;308;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FC 402";"chc";3;2020-01-08;2020-04-07;"19/20";"5";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;"1";"1";NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
309;310;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Quero-quero";"chc";3;2020-01-08;2020-04-07;"19/20";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
310;311;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFp 119";"p";3;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
311;312;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Urutau";"p";3;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
312;313;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"Imperador Vermelho";"chc";3;2020-01-08;2020-04-07;"19/20";"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
313;314;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Intr<e9>pido";"p";3;2020-01-08;2020-04-07;"19/20";"5";NA;NA;NA;NA;NA;NA;NA;NA;"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
314;315;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAA Dama";"chc";3;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
315;316;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Quero-quero";"chc";4;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
316;317;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tangar<e1>";"chc";4;2020-01-08;2020-04-07;"19/20";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
317;318;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC 97-2";"chc";4;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"5";NA;NA;NA;"2";NA;"2";NA;"3";"5";NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
318;319;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC Veloz";"p";4;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"5";NA;NA;NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
319;320;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC 1850";"chc";4;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"5";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
320;321;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAA Dama";"chc";4;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
321;322;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tuiui<fa>";"p";4;2020-01-08;2020-04-07;"19/20";"2";NA;NA;NA;NA;NA;NA;NA;NA;"2";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
322;323;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFc 23";"chc";4;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"2";NA;NA;NA;"2";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
323;324;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"Imperador Vermelho";"chc";4;2020-01-08;2020-04-07;"19/20";"10";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
324;325;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Esteio";"p";4;2020-01-08;2020-04-07;"19/20";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
325;326;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FC 402";"chc";4;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
326;327;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Bem-te-vi";"chc";4;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"5";NA;NA;NA;"1";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
327;328;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Paisano";"p";4;2020-01-08;2020-04-07;"19/20";"7";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;"2";"3";NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
328;329;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC 1849";"chc";4;2020-01-08;2020-04-07;"19/20";"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
329;330;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFc 9";"chc";4;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
330;331;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Urutau";"p";4;2020-01-08;2020-04-07;"19/20";"7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
331;332;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FC 104";"chc";4;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
332;333;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Sabi<e1>";"chc";4;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
333;334;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFp 119";"p";4;2020-01-08;2020-04-07;"19/20";"5";NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
334;335;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Intr<e9>pido";"p";4;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
335;336;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Estilo";"chc";4;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;"2";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
336;337;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Curi<f3>";"chc";4;2020-01-08;2020-04-07;"19/20";"7";NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
337;338;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS FP 403";"p";4;2020-01-08;2020-04-07;"19/20";"2";NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
338;339;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Campos Gerais";"chc";4;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
339;340;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"SCS 204 Predileto";"p";4;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
340;341;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"SCS 205 Riqueza";"chc";4;2020-01-08;2020-04-07;"19/20";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
341;342;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Uirapuru";"p";4;2020-01-08;2020-04-07;"19/20";"1";NA;NA;NA;NA;"3";NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
342;343;"Arapoti_CDEArapoti_19/20_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMG Madrep<e9>rola";"chc";4;2020-01-08;2020-04-07;"19/20";"7";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;"Neutro";"Neutro"
343;344;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 9";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
344;345;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFp119";"p";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
345;346;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Esteio";"p";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
346;347;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Estilo";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
347;348;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 104";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
348;349;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 402";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
349;350;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FP 403";"p";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
350;351;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"GEN 49-4-4 DA 940";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
351;352;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1849";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
352;353;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1850";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
353;354;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 2051";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
354;355;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC Veloz";"p";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
355;356;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Bem-te-vi";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
356;357;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Campos Gerais";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
357;358;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Curi<f3>";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
358;359;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Quero-quero";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
359;360;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Sabi<e1>";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
360;361;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tangar<e1>";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
361;362;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tuiui<fa>";"p";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
362;363;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Uirapuru";"p";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
363;364;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Urutau";"p";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
